,stability_sc
BB45nHm0168,-0.0009190927017627594
BB45nHm0169,0.47366679960295155
BB45nHm0171,0.35582055495516673
BB45nHm0172,0.0313940796787529
BB45nHm0175,0.013921263554441806
BB45nHm0176,-0.128447375034364
BB45nHm0177,0.4717730951946002
BB45nHm0180,-0.5749469854488233
BB45nHm0183,0.18942860072472134
BB45nHm0184,0.11603642188233008
BB45nHm0188,0.6539561289843929
BB45nHm0189,-0.43477911905498634
BB45nHm0191,0.2916238296107593
BB45nHm0192,0.724794928566086
BB45nHm0193,0.24763660822848538
BB45nHm0194,1.152872956648846
BB45nHm0195,0.019902164743810912
BB45nHm0196,0.1550428378381039
BB45nHm0197,0.08277610542954185
BB45nHm0198,1.200496509550562
BB45nHm0200,-0.24546000220250033
BB45nHm0203,0.014479484367564327
BB45nHm0204,-0.13421186052460982
BB45nHm0205,-0.46843292844708
BB45nHm0206,-0.364851890140908
BB45nHm0207,0.5457143749049169
BB45nHm0208,-0.5211220455177339
BB45nHm0210,-0.2843208577682302
BB45nHm0214,0.12419486877496995
BB45nHm0215,-0.06513148353355352
BB45nHm0217,2.0159928492991144
BB45nHm0218,0.3649068133114628
BB45nHm0219,1.0763594690431875
BB45nHm0221,0.16827762185665782
BB45nHm0222,-0.12125967571197625
BB45nHm0224,0.003529885096204356
BB45nHm0225,0.176142490159127
BB45nHm0226,0.3180635293658868
BB45nHm0227,1.475418643462187
BB45nHm0229,-0.37268530291305346
BB45nHm0230,-0.029362210550897307
BB45nHm0231,-0.0945963656687934
BB45nHm0232,0.7474608174707668
BB45nHm0233,1.3753516734102849
BB45nHm0234,0.3997021649455816
BB45nHm0239,0.39431975423112486
BB45nHm0240,1.3868054434074422
BB45nHm0241,-0.24560611198459598
BB45nHm0242,-0.08788623400116274
BB45nHm0243,-0.006278010712427178
BB45nHm0244,-0.3809046248107402
BB45nHm0247,0.13317159739331658
BB45nHm0249,-0.12865689204833441
BB45nHm0251,0.21957878346983167
BB45nHm0254,0.83531894021378
BB45nHm0255,0.35190945683744507
BB45nHm0256,0.12075224568059725
BB45nHm0257,-0.05154723323180561
BB45nHm0259,-0.21365447667227208
BB45nHm0261,0.009319523317039774
BB45nHm0264,-0.1881309141537978
BB45nHm0265,0.32227467894433887
BB45nHm0268,0.540598381971686
BB45nHm0270,-0.2348596473281883
BB45nHm0271,-0.06131495084326892
BB45nHm0272,-0.0001226359866664936
BB45nHm0273,-0.10083637053034131
BB45nHm0275,-0.4814021302486356
BB45nHm0276,-0.5031054797511181
BB45nHm0277,0.4639726955260882
BB45nHm0280,0.6371113400940419
BB45nHm0283,0.16160331740158088
BB45nHm0284,1.3294074985042892
BB45nHm0286,0.22576740630286662
BB45nHm0289,-0.2527084182754467
BB45nHm0290,0.17790184509655854
BB45nHm0291,-0.17009815957187924
BB45nHm0292,0.07297308056921462
BB45nHm0295,0.18728620116550393
BB45nHm0296,0.9711090398530366
BB45nHm0297,0.86793308572733
BB45nHm0298,-0.09269588025524272
BB45nHm0299,0.2639914556780282
BB45nHm0303,-0.4231175001158743
BB45nHm0305,-0.39221063513663856
BB45nHm0307,0.07816674793952337
BB45nHm0308,0.6329327942482326
BB45nHm0309,-0.5380825114653107
BB45nHm0310,-0.3093009302926415
BB45nHm0313,2.1713894759637813
BB45nHm0314,-0.6144597079574889
BB45nHm0315,-0.17899653445729632
BB45nHm0316,-0.3362405613119421
BB45nHm0317,0.06614525393196108
BB45nHm0318,0.0638990612414629
BB45nHm0320,0.8804872813110556
BB45nHm0321,0.6121149289415457
BB45nHm0322,0.5628710309028859
BB45nHm0323,0.0073849946989313665
BB45nHm0324,-0.26132466397262594
BB45nHm0325,-0.28733263070509923
BB45nHm0326,-0.2786762227355323
BB45nHm0328,1.1189026265704507
BB45nHm0329,0.3282212889939967
BB45nHm0330,0.27023658764567476
BB45nHm0331,0.051915347331995515
BB45nHm0333,1.339035174469842
BB45nHm0334,-0.16266437417566026
BB45nHm0335,0.21280612589205639
BB45nHm0336,-0.09925935870377188
BB45nHm0338,0.25785986243150427
BB45nHm0340,0.297426267554907
BB45nHm0341,-0.15718383231053318
BB45nHm0343,-0.3313710961520289
BB45nHm0344,1.2183912751917463
BB45nHm0345,0.4122909881206137
BB45nHm0346,0.2824831330018018
BB45nHm0348,1.1221379993298632
BB45nHm0350,0.027773176461368947
BB45nHm0351,-0.081728522505447
BB45nHm0352,-0.16430059837935726
BB45nHm0357,-0.09925508729367878
BB45nHm0359,-0.10789757033948698
BB45nHm0364,-0.17238156090218287
BB45nHm0365,-0.29105203527573387
BB45nHm0366,-0.5133687553328565
BB45nHm0367,-0.3227769610821713
BB45nHm0370,-0.10338167985946999
BB45nHm0371,0.04104704968990927
BB45nHm0372,-0.13265357512405512
BB45nHm0373,-0.2349548044756801
BB45nHm0374,-0.30292222423444676
BB45nHm0375,0.337220147712033
BB45nHm0376,-0.2837504435077699
BB45nHm0377,0.8840981460025887
BB45nHm0378,-0.1235636156567417
BB45nHm0379,0.08496821780236007
BB45nHm0380,1.0466581197139317
BB45nHm0381,-0.11124468675075293
BB45nHm0382,-0.0774096332706997
BB45nHm0383,0.8748670683534734
BB45nHm0385,0.2867531749688073
BB45nHm0387,1.1242592771409816
BB45nHm0388,-0.37989451705396987
BB45nHm0389,-0.39989635399571216
BB45nHm0390,-0.06990269608075016
BB45nHm0391,1.5778108980154233
BB45nHm0392,0.9689078845389564
BB45nHm0393,1.0170197689216882
BB45nHm0395,1.424233257091543
BB45nHm0399,0.4930933732857494
BB45nHm0402,-0.4075264327823499
BB45nHm0403,0.12456433012139712
BB45nHm0405,-0.19201389155091042
BB45nHm0406,0.4771255511373982
BB45nHm0408,0.17595913107871797
BB45nHm0410,0.02139439252496189
BB45nHm0412,0.1845659153541594
BB45nHm0414,-0.6076525335439954
BB45nHm0416,0.006611530793231966
BB45nHm0417,-0.20379237527829996
BB45nHm0419,0.8485432403568278
BB45nHm0420,0.7631804758892453
BB45nHm0421,0.9457264729223002
BB45nHm0422,0.10253753648668007
BB45nHm0426,0.22276255341425452
BB45nHm0428,0.648845133824737
BB45nHm0429,-0.3530814963271648
BB45nHm0430,0.09913558561782741
BB45nHm0431,0.841854307894163
BB45nHm0432,0.5387269374646249
BB45nHm0433,-0.44798117554219774
BB45nHm0434,-0.5236613182285913
BB45nHm0435,-0.04063137058859421
BB45nHm0436,-0.2986557808929562
BB45nHm0437,-0.4401169440051349
BB45nHm0439,0.26453422958317674
BB45nHm0441,-0.14494829205608378
BB45nHm0442,-0.2875024190208891
BB45nHm0443,0.15541579986673806
BB45nHm0444,0.23534278044354798
BB45nHm0445,-0.3162980782828188
BB45nHm0446,-0.48118165499657184
BB45nHm0447,0.8257113572747118
BB45nHm0449,0.18639252603890008
BB45nHm0450,0.23580174668488185
BB45nHm0451,0.2628277287899984
BB45nHm0452,-0.19719316028170653
BB45nHm0453,-0.30963847854955706
BB45nHm0455,-0.05890779768845048
BB45nHm0456,-0.27029362306300847
BB45nHm0459,-0.1484561970325159
BB45nHm0460,-0.33092220580659115
BB45nHm0461,0.6144271490136497
BB45nHm0463,-0.011975572286612323
BB45nHm0465,-0.6520711227870817
BB45nHm0466,-0.15029037282877417
BB45nHm0472,1.2871620010826486
BB45nHm0473,-0.33591544356678704
BB45nHm0474,-0.11834420889255834
BB45nHm0475,0.043877017712126834
BB45nHm0479,0.2794328074369602
BB45nHm0480,-0.027691170495822492
BB45nHm0482,-0.060185444867520754
BB45nHm0483,-0.31323453598777806
BB45nHm0484,1.0019665920327419
BB45nHm0485,0.8986437927955383
BB45nHm0487,0.40408602591030807
BB45nHm0489,0.15943583470153097
BB45nHm0490,-0.03034980282771255
BB45nHm0492,-0.5293415504592683
BB45nHm0493,-0.010037536843456131
BB45nHm0494,0.06912642988265875
BB45nHm0495,-0.04625336845846017
BB45nHm0496,1.378632324471022
BB45nHm0498,-0.13773167778120593
BB45nHm0499,0.43842890521823075
BB45nHm0500,-0.7617694041847543
BB45nHm0501,0.26779808341074396
BB45nHm0504,-0.14913725515218695
BB45nHm0508,0.231719404022432
BB45nHm0510,-0.014062211451524562
BB45nHm0511,0.07017280928236816
BB45nHm0512,-0.14791366349389848
BB45nHm0515,0.9435439876157915
BB45nHm0517,-0.12384456436617089
BB45nHm0518,-0.6461181020231678
BB45nHm0520,1.6184509758734433
BB45nHm0521,0.058147872540215736
BB45nHm0523,0.7484752410632489
BB45nHm0524,-0.2699869730433323
BB45nHm0525,-0.5048124252154849
BB45nHm0526,0.3598405751743044
BB45nHm0527,-0.13466418383705925
BB45nHm0528,-0.048683331738481626
BB45nHm0531,1.021257318893078
BB45nHm0533,-0.17150060941952147
BB45nHm0534,-0.5373104437864963
BB45nHm0538,0.9189087287212673
BB45nHm0539,-0.25990116055679613
BB45nHm0542,-0.4626118056214875
BB45nHm0543,-0.33061171592440863
BB45nHm0545,-0.04096172628963897
BB45nHm0546,0.0009356189913701148
BB45nHm0549,0.6522908550317179
BB45nHm0550,0.6229214241113571
BB45nHm0553,0.1231974274053014
BB45nHm0555,0.5514183894015083
BB45nHm0556,1.220866013760853
BB45nHm0557,0.6369030250876406
BB45nHm0559,0.4107569764983024
BB45nHm0560,-0.001165389663045447
BB45nHm0561,-0.1586154037205341
BB45nHm0562,-0.25559100990747147
BB45nHm0563,-0.07267765497653793
BB45nHm0565,-0.14913725515218695
BB45nHm0567,-0.018389557656026824
BB45nHm0572,-0.12217627536214448
BB45nHm0573,0.15175970880852924
BB45nHm0574,-0.0945963656687934
BB45nHm0576,-0.25010746060584793
BB45nHm0577,0.03253780169703773
BB45nHm0579,0.06594287683894193
BB45nHm0580,-0.3224961639344596
BB45nHm0581,-0.26280906418296246
BB45nHm0583,-0.2242550596149811
BB45nHm0584,-0.06408230132735389
BB45nHm0585,-0.0038351077598394005
BB45nHm0586,0.7004026434415095
BB45nHm0587,0.890524942351083
BB45nHm0588,-0.20578004873255923
BB45nHm0590,-0.35269436475260535
BB45nHm0593,-0.270771979166078
BB45nHm0594,0.5577112599942466
BB45nHm0595,0.39145005893374085
BB45nHm0597,0.2914121534688102
BB45nHm0598,0.4679422323640039
BB47CHd0000,0.9760629755319243
BB47CHd0002,0.023045132455063434
BB47CHd0006,0.01662317997776531
BB47CHd0007,0.018375799700517254
BB47CHd0008,-0.4429303879242963
BB47CHd0015,0.014307563110786806
BB47CHd0016,0.30589986887938664
BB47CHd0017,0.7735114040793076
BB47CHd0021,0.5357945695565288
BB47CHd0028,0.3735392912945579
BB47CHd0033,1.1844037831572432
BB47CHd0042,-0.035121015374909206
BB47CHd0046,0.6153955391320763
BB47CHd0047,0.8874318715020961
BB47CHd0049,-0.03510702788040044
BB47CHd0064,1.6356517065761629
BB47CHd0069,-0.166479635257597
BB47CHd0072,1.3179547645473089
BB47CHd0076,0.6916042452257081
BB47CHd0080,-0.17225741010897022
BB47CHd0083,-0.16170842271040034
BB47CHd0087,0.8285280034159804
BB47CHd0090,0.6335735764572566
BB47CHd0097,1.2234641868811493
BB47CHd0098,0.060955530598002405
BB47CHd0102,-0.3300575436452067
BB47CHd0105,-0.2730293477057613
BB47CHd0106,0.9557630380052629
BB47CHd0114,0.876347550453036
BB47CHd0116,0.6067285944916283
BB47CHd0118,0.621897326517575
BB47CHd0125,0.14627884258062812
BB47CHd0145,-0.5038285146853108
BB47CHd0146,0.7977851068422603
BB47CHd0151,0.45319028177101545
BB47CHd0153,0.0640770058761581
BB47CHd0154,0.8125103595906078
BB47CHd0157,1.7156758856007728
BB47CHd0185,-0.2823556391064117
BB47CHd0188,0.78454749318406
BB47CHd0193,1.1638044312741564
BB47CHd0195,1.0310099616322472
BB47CHd0201,0.8751598935413191
BB47CHd0222,0.7538186167420704
BB47CHd0240,0.18678810161095555
BB47CHd0250,1.1215747462043584
BB47CHd0251,0.8077760062443806
BB47CHd0268,1.0596758822913819
BB47CHd0270,-0.35296672219376324
BB47CHd0274,0.9221760434843121
BB47CHd0275,0.4274591321504372
BB47CHd0280,1.164951758786594
BB47CHd0281,0.029002639023124683
BB47CHd0284,0.6008776101597498
BB47CHd0285,0.2529794003383916
BB47CHd0286,0.4596381872596797
BB47CHd0287,0.7839353389516873
BB47CHd0289,0.99591022301719
BB47CHd0290,0.22048550699777897
BB47CHd0295,0.2556026356901109
BB47CHd0308,0.3340671877510156
BB47CHd0309,-0.12213540069972516
BB47CHd0325,0.0302020081463263
BB47CHd0329,0.09318628367820057
BB47CHd0336,0.7084731238627661
BB47CHd0340,0.018014476262413124
BB47CHd0357,-0.26283832536249885
BB47CHd0358,0.7775062725843148
BB47CHd0361,1.1451272354940831
BB47CHd0363,0.9712533589844156
BB47CHd0364,0.5329536945920011
BB47CHd0375,0.5475782985544109
BB47CHd0376,0.671239263232218
BB47CHd0378,0.9330293053352021
BB47CHd0381,-0.1928913437463719
BB47CHd0390,-0.04375184320568934
BB47CHd0397,-0.024507784464774775
BB47CHd0398,1.1445089990153796
BB47CHd0403,-0.22119830471557755
BB47CHd0409,-0.17807962537824942
BB47CHd0412,1.3514150443513842
BB47CHd0413,0.6711387793727845
BB47CHd0420,0.30250640579091886
BB47CHd0431,0.34029194085963566
BB47CHd0433,0.4375969550111815
BB47CHd0434,0.6061965533026674
BB47CHd0442,-0.6145507995969944
BB47CHd0443,1.367796880207641
BB47CHd0448,0.18436874929064426
BB47CHd0450,0.6856166617122202
BB47CHd0451,1.8702916641461225
BB47CHd0453,0.5796045868394744
BB47CHd0455,0.9189802340678348
BB47CHd0459,0.11811937505796272
BB47CHd0462,-0.3075433217256961
BB47CHd0464,1.3730272397258858
BB47CHd0469,0.03391129172466124
BB47CHd0475,0.8719216397186083
BB47CHd0493,0.04251927765808511
BB47CHd0494,-0.18498526321748
BB47CHd0495,0.15182470268848117
BB47CHd0497,0.22729567472090514
BB47CHd0499,1.3574900686696305
BB47CHd0501,1.638608804747643
BB47CHd0507,0.6910085098660105
BB47CHd0511,-0.08176233503113431
BB47CHd0513,0.1277244859788499
BB47CHd0521,0.3786818384002464
BB47CHd0522,-0.00600087873628823
BB47CHd0523,0.059359134418634614
BB47CHd0526,-0.07852511946025809
BB47CHd0534,1.1057851596781287
BB47CHd0540,0.13873335195851824
BB47CHd0545,0.6528393109762747
BB47CHd0547,-0.072219909936741
BB47CHd0549,0.5915963194104925
BB47CHd0567,1.3180677423039187
BB47CHd0568,0.6506409535904539
BB47CHd0574,0.7668922861790775
BB47CHd0579,0.7839927907441804
BB47CHd0592,0.56685030891982
BB47CHd0598,0.9686485942956201
BB47CHm0003,-0.25765155207942075
BB47CHm0004,0.35489489333528224
BB47CHm0005,0.1646345641384581
BB47CHm0007,0.05681163736450146
BB47CHm0008,-0.029034037885947793
BB47CHm0012,0.5061316487468464
BB47CHm0013,0.5070433438348021
BB47CHm0015,0.017042008330279648
BB47CHm0021,0.21792607833005154
BB47CHm0022,0.42348285108525985
BB47CHm0023,0.5497007369248114
BB47CHm0025,1.2365958493570006
BB47CHm0026,-0.1351673971681503
BB47CHm0028,0.10798523848946989
BB47CHm0030,0.21874236833206998
BB47CHm0032,-0.277754364512063
BB47CHm0035,0.8110987820639668
BB47CHm0036,-0.15830411287929938
BB47CHm0037,-0.6408492794895783
BB47CHm0041,-0.09269588025524272
BB47CHm0042,0.9383970242647955
BB47CHm0046,1.246004825549705
BB47CHm0051,0.8763659211147323
BB47CHm0052,-0.23689513523263203
BB47CHm0064,1.9023024481279107
BB47CHm0065,0.32710772342413924
